full_address,latitude,longitude,geocode_source,match_score,match_type,matched_address,geocoded_at
"4640 FORBES BLVD, LANHAM, MD 20706",38.953336823965,-76.835633851661,census,100,Exact,"4640 FORBES BLVD, LANHAM, MD, 20706",2026-05-14T21:44:03.798883+00:00
"6518 MEADOWRIDGE RD, ELKRIDGE, MD 21075",39.192022190875,-76.773736208628,census,100,Exact,"6518 MEADOWRIDGE RD, ELKRIDGE, MD, 21075",2026-05-14T21:44:03.798883+00:00
"4701 RANDOLPH RD, ROCKVILLE, MD 20852",39.054070004646,-77.094255679818,census,100,Exact,"4701 RANDOLPH RD, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"6569 N CHARLES STREET, BALTIMORE, MD 21204",39.38925870915,-76.62704217581,census,100,Exact,"6569 N CHARLES ST, BALTIMORE, MD, 21204",2026-05-14T21:44:03.798883+00:00
"50 W EDMONSTON DR, ROCKVILLE, MD 20852",39.074145108224,-77.136208616035,census,100,Exact,"50 W EDMONSTON DR, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"6602 CHURCH HILL RD, CHESTERTOWN, MD 21620",39.197270370325,-76.036573907564,census,100,Exact,"6602 CHURCH HILL RD, CHESTERTOWN, MD, 21620",2026-05-14T21:44:03.798883+00:00
"503 /505 BYRN ST, CAMBRIDGE, MD 21613",38.569929515649,-76.065723073313,census,50,Non_Exact,"505 BYRN ST, CAMBRIDGE, MD, 21613",2026-05-14T21:44:03.798883+00:00
"6603 EVANSTON ST, DISTRICT HEIGHTS, MD 20747",38.84193149622,-76.894744482621,census,100,Exact,"6603 EVANSTON ST, DISTRICT HEIGHTS, MD, 20747",2026-05-14T21:44:03.798883+00:00
"506 TAYLOR AVE, ANNAPOLIS, MD 21401",38.982395320211,-76.505559647104,census,100,Exact,"506 TAYLOR AVE, ANNAPOLIS, MD, 21401",2026-05-14T21:44:03.798883+00:00
"7221 HANOVER PKWY, GREENBELT, MD 20770",38.991614352195,-76.876361804396,census,100,Exact,"7221 HANOVER PKWY, GREENBELT, MD, 20770",2026-05-14T21:44:03.798883+00:00
"518 S CAMP MEADE RD, LINTHICUM HEIGHTS, MD 21090",39.200688687857,-76.655382183328,census,100,Exact,"518 S CAMP MEADE RD, LINTHICUM HEIGHTS, MD, 21090",2026-05-14T21:44:03.798883+00:00
"7315 WISCONSIN AVE, BETHESDA, MD 20814",38.982418040688,-77.093176433784,census,100,Exact,"7315 WISCONSIN AVE, BETHESDA, MD, 20814",2026-05-14T21:44:03.798883+00:00
"5820 YORK RD, BALTIMORE, MD 21212",39.361726368621,-76.610092415843,census,100,Exact,"5820 YORK RD, BALTIMORE, MD, 21212",2026-05-14T21:44:03.798883+00:00
"7602 BELAIR RD, BALTIMORE, MD 21236",39.366066412727,-76.518079788403,census,100,Exact,"7602 BELAIR RD, BALTIMORE, MD, 21236",2026-05-14T21:44:03.798883+00:00
"601 POST OFFICE RD, WALDORF, MD 20602",38.583248,-76.894703,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"606 BALTIMORE AVE, BALTIMORE, MD 21204",39.40216994452,-76.60703286549,census,100,Exact,"606 BALTIMORE AVE, BALTIMORE, MD, 21204",2026-05-14T21:44:03.798883+00:00
"7845 OAKWOOD RD, GLEN BURNIE, MD 21061",39.141099982155,-76.618372622052,census,100,Exact,"7845 OAKWOOD RD, GLEN BURNIE, MD, 21061",2026-05-14T21:44:03.798883+00:00
"7920 MCDONOGH RD, OWINGS MILLS, MD 21117",39.427569,-76.775759,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"63 THOMAS JOHNSON DR, FREDERICK, MD 21702",39.451887886934,-77.40186891988,census,100,Exact,"63 THOMAS JOHNSON DR, FREDERICK, MD, 21702",2026-05-14T21:44:03.798883+00:00
"7936 WORMANS MILL RD, FREDERICK, MD 21701",39.450902986038,-77.399303575069,census,100,Exact,"7936 WORMANS MILL RD, FREDERICK, MD, 21701",2026-05-14T21:44:03.798883+00:00
"6317 YORK RD, BALTIMORE, MD 21212",39.372750905396,-76.609680051255,census,100,Exact,"6317 YORK RD, BALTIMORE, MD, 21212",2026-05-14T21:44:03.798883+00:00
"8031 RITCHIE HWY, PASADENA, MD 21122",39.129426319688,-76.592493462987,census,100,Exact,"8031 RITCHIE HWY, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"6334 CEDAR LN, COLUMBIA, MD 21044",39.197083959315,-76.884685647147,census,100,Exact,"6334 CEDAR LN, COLUMBIA, MD, 21044",2026-05-14T21:44:03.798883+00:00
"821 PRINCE FREDERICK BLVD, PRINCE FREDERICK, MD 20678",38.554745677497,-76.597499354144,census,50,Non_Exact,"821 N PRINCE FREDERICK BLVD, PRINCE FREDERICK, MD, 20678",2026-05-14T21:44:03.798883+00:00
"6414 PARK HEIGHTS AVE, BALTIMORE, MD 21215",39.36037711041,-76.697290250507,census,100,Exact,"6414 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"8796 OXWELL LN, LAUREL, MD 20708",39.061637175473,-76.854775436764,census,100,Exact,"8796 OXWELL LN, LAUREL, MD, 20708",2026-05-14T21:44:03.798883+00:00
"660 MCHENRY RD, ABERDEEN, MD 21001",39.504488,-76.201049,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"9106 PINE VIEW LN, CLINTON, MD 20735",38.764160290079,-76.888222559682,census,100,Exact,"9106 PINE VIEW LN, CLINTON, MD, 20735",2026-05-14T21:44:03.798883+00:00
"6700 ALEXANDER BELL DR, COLUMBIA, MD 21046",39.185036667474,-76.808025439347,census,100,Exact,"6700 ALEXANDER BELL DR, COLUMBIA, MD, 21046",2026-05-14T21:44:03.798883+00:00
"925 BISHOP WALSH RD, CUMBERLAND, MD 21502",39.652800723248,-78.797075404736,census,100,Exact,"925 BISHOP WALSH RD, CUMBERLAND, MD, 21502",2026-05-14T21:44:03.798883+00:00
"6710 OXON HILL RD, OXON HILL, MD 20745",38.797383655157,-77.002837822061,census,100,Exact,"6710 OXON HILL RD, OXON HILL, MD, 20745",2026-05-14T21:44:03.798883+00:00
"940 MADISON AVE, BALTIMORE, MD 21201",39.300147457999,-76.623410636306,census,100,Exact,"940 MADISON AVE, BALTIMORE, MD, 21201",2026-05-14T21:44:03.798883+00:00
"683 OLD MILL RD, MILLERSVILLE, MD 21108",39.117564554907,-76.632658471055,census,100,Exact,"683 OLD MILL RD, MILLERSVILLE, MD, 21108",2026-05-14T21:44:03.798883+00:00
"957 CHANDLER CT, WALDORF, MD 20602",38.610661389489,-76.923993057832,census,100,Exact,"957 CHANDLER CT, WALDORF, MD, 20602",2026-05-14T21:44:03.798883+00:00
"6964 SNEAD CT, MIDDLETOWN, MD 21769",39.425365466373,-77.521903306395,census,100,Exact,"6964 SNEAD CT, MIDDLETOWN, MD, 21769",2026-05-14T21:44:03.798883+00:00
"7002 GOLDEN RING RD, ROSEDALE, MD 21237",39.33214105902,-76.491022437984,census,100,Exact,"7002 GOLDEN RING RD, ROSEDALE, MD, 21237",2026-05-14T21:44:03.798883+00:00
"9730 HEALTHWAY DR, BERLIN, MD 21811",38.337394772768,-75.210105359446,census,100,Exact,"9730 HEALTHWAY DR, BERLIN, MD, 21811",2026-05-14T21:44:03.798883+00:00
"9815 MAIN ST, DAMASCUS, MD 20872",39.287802990992,-77.20193250142,census,100,Exact,"9815 MAIN ST, DAMASCUS, MD, 20872",2026-05-14T21:44:03.798883+00:00
"7070 SAMUEL MORSE DR, COLUMBIA, MD 21046",39.169827875191,-76.810144086047,census,100,Exact,"7070 SAMUEL MORSE DR, COLUMBIA, MD, 21046",2026-05-14T21:44:03.798883+00:00
"99 N RALPH ST, WESTMINSTER, MD 21157",39.569815156159,-76.988230561418,census,100,Exact,"99 N RALPH ST, WESTMINSTER, MD, 21157",2026-05-14T21:44:03.798883+00:00
"7196 CRESTWOOD BLVD, FREDERICK, MD 21703",39.385067949773,-77.416583209859,census,100,Exact,"7196 CRESTWOOD BLVD, FREDERICK, MD, 21703",2026-05-14T21:44:03.798883+00:00
"10 CROSS CREEK CT, PHOENIX, MD 21131",39.529876745871,-76.622934640724,census,100,Exact,"10 CROSS CREEK CT, PHOENIX, MD, 21131",2026-05-14T21:44:03.798883+00:00
"540 RIVERSIDE DR, SALISBURY, MD 21801",38.362004169241,-75.606857227531,census,100,Exact,"540 RIVERSIDE DR, SALISBURY, MD, 21801",2026-05-14T21:44:03.798883+00:00
"721 MAIN ST, STEVENSVILLE, MD 21666",38.978161533684,-76.308409245165,census,100,Exact,"721 MAIN ST, STEVENSVILLE, MD, 21666",2026-05-14T21:44:03.798883+00:00
"1006 GILBERT RD, Rockville, MD 20851",39.082618856859,-77.133066772707,census,100,Exact,"1006 GILBERT RD, ROCKVILLE, MD, 20851",2026-05-14T21:44:03.798883+00:00
"5413 W CEDAR LN, BETHESDA, MD 20814",39.005280888639,-77.106423884016,census,100,Exact,"5413 W CEDAR LN, BETHESDA, MD, 20814",2026-05-14T21:44:03.798883+00:00
"7237 HANOVER PKWY, Greenbelt, MD 20770",38.991728369593,-76.876234247435,census,100,Exact,"7237 HANOVER PKWY, GREENBELT, MD, 20770",2026-05-14T21:44:03.798883+00:00
"1020 SAINT PAUL ST, BALTIMORE, MD 21202",39.301396407381,-76.614417300748,census,100,Exact,"1020 SAINT PAUL ST, BALTIMORE, MD, 21202",2026-05-14T21:44:03.798883+00:00
"5430 CAMPBELL BLVD, WHITE MARSH, MD 21162",39.365798172084,-76.44778528344,census,100,Exact,"5430 CAMPBELL BLVD, WHITE MARSH, MD, 21162",2026-05-14T21:44:03.798883+00:00
"7239 HANOVER PKWY, GREENBELT, MD 20770",38.991742621767,-76.876218302815,census,100,Exact,"7239 HANOVER PKWY, GREENBELT, MD, 20770",2026-05-14T21:44:03.798883+00:00
"10701 NEW GEORGES CREEK RD SW, FROSTBURG, MD 21532",39.608882312827,-78.914768627399,census,100,Exact,"10701 NEW GEORGES CREEK RD SW, FROSTBURG, MD, 21532",2026-05-14T21:44:03.798883+00:00
"56 THOMAS JOHNSON DR, FREDERICK, MD 21702",39.452478211968,-77.401489228112,census,100,Exact,"56 THOMAS JOHNSON DR, FREDERICK, MD, 21702",2026-05-14T21:44:03.798883+00:00
"7249 HANOVER PKWY, GREENBELT, MD 20770",38.991813882641,-76.876138579714,census,100,Exact,"7249 HANOVER PKWY, GREENBELT, MD, 20770",2026-05-14T21:44:03.798883+00:00
"10705 CHARTER DR, COLUMBIA, MD 21044",39.211133441441,-76.883018045787,census,100,Exact,"10705 CHARTER DR, COLUMBIA, MD, 21044",2026-05-14T21:44:03.798883+00:00
"5730 EXECUTIVE DR, CATONSVILLE, MD 21228",39.284145673875,-76.730680726662,census,100,Exact,"5730 EXECUTIVE DR, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"7625 WISCONSIN AVE, BETHESDA, MD 20814",38.986217104487,-77.094484231808,census,100,Exact,"7625 WISCONSIN AVE, BETHESDA, MD, 20814",2026-05-14T21:44:03.798883+00:00
"10720 COLUMBIA PIKE, SILVER SPRING, MD 20901",39.031604391303,-77.004600083528,census,100,Exact,"10720 COLUMBIA PIKE, SILVER SPRING, MD, 20901",2026-05-14T21:44:03.798883+00:00
"5904 ENTERPRISE CT, FREDERICK, MD 21703",39.396327156221,-77.460738379201,census,100,Exact,"5904 ENTERPRISE CT, FREDERICK, MD, 21703",2026-05-14T21:44:03.798883+00:00
"7801 YORK RD, TOWSON, MD 21204",39.390069906856,-76.605309271788,census,100,Exact,"7801 YORK RD, TOWSON, MD, 21204",2026-05-14T21:44:03.798883+00:00
"10750 COLUMBIA PIKE, SILVER SPRING, MD 20901",39.032231365089,-77.004038234703,census,100,Exact,"10750 COLUMBIA PIKE, SILVER SPRING, MD, 20901",2026-05-14T21:44:03.798883+00:00
"6000 LAUREL BOWIE RD, BOWIE, MD 20715",38.986806,-76.736266,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"7841 CRAIG ST, FORT GEORGE G MEADE, MD 20755",39.119092748043,-76.755147325223,census,100,Exact,"7841 CRAIG ST, FORT GEORGE G MEADE, MD, 20755",2026-05-14T21:44:03.798883+00:00
"608 VICTORIANNA DR, CAPITOL HEIGHTS, MD 20743",38.87961427354,-76.899965624065,census,100,Exact,"608 VICTORIANNA DR, CAPITOL HEIGHTS, MD, 20743",2026-05-14T21:44:03.798883+00:00
"7940 JOHNSON AVE, GLENARDEN, MD 20706",38.934788646163,-76.865602076187,census,100,Exact,"7940 JOHNSON AVE, GLENARDEN, MD, 20706",2026-05-14T21:44:03.798883+00:00
"6190 GEORGETOWN BLVD, ELDERSBURG, MD 21784",39.402068323817,-76.94493674121,census,100,Exact,"6190 GEORGETOWN BLVD, ELDERSBURG, MD, 21784",2026-05-14T21:44:03.798883+00:00
"6196 OXON HILL RD, OXON HILL, MD 20745",38.805571,-76.994654,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"10800 LOCKWOOD DR, SILVER SPRING, MD 20901",39.033779156283,-77.002193738984,census,100,Exact,"10800 LOCKWOOD DR, SILVER SPRING, MD, 20901",2026-05-14T21:44:03.798883+00:00
"109 W RIDING DR, BEL AIR, MD 21014",39.511141903782,-76.334849102169,census,100,Exact,"109 W RIDING DR, BEL AIR, MD, 21014",2026-05-14T21:44:03.798883+00:00
"8030 MATTHEWS RD, BRYANS ROAD, MD 20616",38.630417703078,-77.066594440335,census,100,Exact,"8030 MATTHEWS RD, BRYANS ROAD, MD, 20616",2026-05-14T21:44:03.798883+00:00
"10905 FORT WASHINGTON RD, FT WASHINGTON, MD 20744",38.742832291826,-76.99501314745,census,100,Exact,"10905 FORT WASHINGTON RD, FT WASHINGTON, MD, 20744",2026-05-14T21:44:03.798883+00:00
"8120 WOODMONT AVE, BETHESDA, MD 20814",38.991368002475,-77.096819676777,census,100,Exact,"8120 WOODMONT AVE, BETHESDA, MD, 20814",2026-05-14T21:44:03.798883+00:00
"110 N BROOK LN, BETHESDA, MD 20814",38.991413087722,-77.104879883898,census,100,Exact,"110 N BROOK LN, BETHESDA, MD, 20814",2026-05-14T21:44:03.798883+00:00
"623 W 34TH ST, BALTIMORE, MD 21211",39.32871062816,-76.626940316467,census,100,Exact,"623 W 34TH ST, BALTIMORE, MD, 21211",2026-05-14T21:44:03.798883+00:00
"8258 VETERANS HWY, MILLERSVILLE, MD 21108",39.113592876568,-76.631981056768,census,100,Exact,"8258 VETERANS HWY, MILLERSVILLE, MD, 21108",2026-05-14T21:44:03.798883+00:00
"110 PAINTERS MILL RD, OWINGS MILLS, MD 21117",39.411987617121,-76.778297034404,census,100,Exact,"110 PAINTERS MILL RD, OWINGS MILLS, MD, 21117",2026-05-14T21:44:03.798883+00:00
"6339 TEN OAKS RD, CLARKSVILLE, MD 21029",39.206362121915,-76.944895229963,census,100,Exact,"6339 TEN OAKS RD, CLARKSVILLE, MD, 21029",2026-05-14T21:44:03.798883+00:00
"8737 BROOKS DR, EASTON, MD 21601",38.788299875663,-76.083126453861,census,100,Exact,"8737 BROOKS DR, EASTON, MD, 21601",2026-05-14T21:44:03.798883+00:00
"1101 N POINT BLVD, BALTIMORE, MD 21224",39.29040603347,-76.506901010654,census,100,Exact,"1101 N POINT BLVD, BALTIMORE, MD, 21224",2026-05-14T21:44:03.798883+00:00
"6550 MERCANTILE DR E, FREDERICK, MD 21703",39.394664552833,-77.438502348569,census,100,Exact,"6550 MERCANTILE DR E, FREDERICK, MD, 21703",2026-05-14T21:44:03.798883+00:00
"8894 STANFORD BLVD, COLUMBIA, MD 21045",39.206042,-76.828234,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1110 BENFIELD BLVD, MILLERSVILLE, MD 21108",39.09446378812,-76.631837949727,census,100,Exact,"1110 BENFIELD BLVD, MILLERSVILLE, MD, 21108",2026-05-14T21:44:03.798883+00:00
"659 S SALISBURY BLVD, SALISBURY, MD 21801",38.358856905127,-75.599189664045,census,100,Exact,"659 S SALISBURY BLVD, SALISBURY, MD, 21801",2026-05-14T21:44:03.798883+00:00
"90 MAIN ST, WESTERNPORT, MD 21562",39.486211777271,-79.044386354345,census,100,Exact,"90 MAIN ST, WESTERNPORT, MD, 21562",2026-05-14T21:44:03.798883+00:00
"11110 MEDICAL CAMPUS RD, HAGERSTOWN, MD 21742",39.622311278697,-77.68152058401,census,100,Exact,"11110 MEDICAL CAMPUS RD, HAGERSTOWN, MD, 21742",2026-05-14T21:44:03.798883+00:00
"66 E MAIN ST, WESTMINSTER, MD 21157",39.573836817987,-76.994705293667,census,100,Exact,"66 E MAIN ST, WESTMINSTER, MD, 21157",2026-05-14T21:44:03.798883+00:00
"9000 WOODYARD RD, CLINTON, MD 20735",38.766617909502,-76.889714771279,census,100,Exact,"9000 WOODYARD RD, CLINTON, MD, 20735",2026-05-14T21:44:03.798883+00:00
"11119 ROCKVILLE PIKE, ROCKVILLE, MD 20852",39.051511,-77.123973,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"660 KENILWORTH DR, TOWSON, MD 21204",39.409830164009,-76.615459681891,census,100,Exact,"660 KENILWORTH DR, TOWSON, MD, 21204",2026-05-14T21:44:03.798883+00:00
"950 YORK RD, TOWSON, MD 21204",39.408571852493,-76.608118519238,census,100,Exact,"950 YORK RD, TOWSON, MD, 21204",2026-05-14T21:44:03.798883+00:00
"11236 ROBINWOOD DR, HAGERSTOWN, MD 21742",39.62420115549,-77.672352758888,census,100,Exact,"11236 ROBINWOOD DR, HAGERSTOWN, MD, 21742",2026-05-14T21:44:03.798883+00:00
"6707 WHITESTONE RD, WOODLAWN, MD 21207",39.318360274274,-76.743102130362,census,100,Exact,"6707 WHITESTONE RD, WOODLAWN, MD, 21207",2026-05-14T21:44:03.798883+00:00
"951 RUSSELL AVE, GAITHERSBURG, MD 20879",39.158177705711,-77.214012365222,census,100,Exact,"951 RUSSELL AVE, GAITHERSBURG, MD, 20879",2026-05-14T21:44:03.798883+00:00
"6901 SECURITY BLVD, WINDSOR MILL, MD 21244",39.335005,-76.776706,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"959 ANNAPOLIS RD, GAMBRILLS, MD 21054",39.072387396866,-76.67779781257,census,100,Exact,"959 ANNAPOLIS RD, GAMBRILLS, MD, 21054",2026-05-14T21:44:03.798883+00:00
"701 W PRATT ST, BALTIMORE, MD 21201",39.286057043834,-76.626000557974,census,100,Exact,"701 W PRATT ST, BALTIMORE, MD, 21201",2026-05-14T21:44:03.798883+00:00
"7315 WISCONSON AVE, BETHESDA, MD 20814",38.982418040688,-77.093176433784,census,50,Non_Exact,"7315 WISCONSIN AVE, BETHESDA, MD, 20814",2026-05-14T21:44:03.798883+00:00
"9627 PHILADELPHIA RD, ROSEDALE, MD 21237",39.341537,-76.49527,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"9707 KEY W AVE, ROCKVILLE, MD 20850",39.103637083631,-77.205845961039,census,100,Exact,"9707 KEY WEST AVE, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
"7350 VAN DUSEN RD, LAUREL, MD 20707",39.084291932693,-76.882507236936,census,100,Exact,"7350 VAN DUSEN RD, LAUREL, MD, 20707",2026-05-14T21:44:03.798883+00:00
"975 SOLOMONS ISLAND RD N, PRINCE FREDERICK, MD 20678",38.557953830534,-76.597800863563,census,100,Exact,"975 SOLOMONS ISLAND RD N, PRINCE FREDERICK, MD, 20678",2026-05-14T21:44:03.798883+00:00
"751 ROCKVILLE PIKE, ROCKVILLE, MD 20852",39.078843295403,-77.142139422542,census,100,Exact,"751 ROCKVILLE PIKE, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"9815 SEA MAID CT, NORTH BEACH, MD 20714",38.712838750577,-76.53535118833,census,100,Exact,"9815 SEA MAID CT, NORTH BEACH, MD, 20714",2026-05-14T21:44:03.798883+00:00
"7625 MAPLE LAWN BLVD, FULTON, MD 20759",39.157766945712,-76.904109984044,census,100,Exact,"7625 MAPLE LAWN BLVD, FULTON, MD, 20759",2026-05-14T21:44:03.798883+00:00
"998 HOSPITALITY WAY, ABERDEEN, MD 21001",39.52375089932,-76.184092691908,census,100,Exact,"998 HOSPITALITY WAY, ABERDEEN, MD, 21001",2026-05-14T21:44:03.798883+00:00
"7696 OCEAN GTWY, EASTON, MD 21601",38.792467,-76.087881,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"PO BOX, BALTIMORE, MD 21279",,,failed,,No_Match,,2026-05-14T21:44:03.798883+00:00
"8322 BELLONA AVE, TOWSON, MD 21204",39.413382632323,-76.635187384735,census,100,Exact,"8322 BELLONA AVE, TOWSON, MD, 21204",2026-05-14T21:44:03.798883+00:00
"PO BOX, SYKESVILLE, MD 21784",39.401084,-76.973736,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"8400 CORPORATE DR, LANDOVER, MD 20785",38.94702411322,-76.862870601385,census,100,Exact,"8400 CORPORATE DR, LANDOVER, MD, 20785",2026-05-14T21:44:03.798883+00:00
"1005 N POINT BLVD, DUNDALK, MD 21224",39.29080798148,-76.508328466732,census,50,Non_Exact,"1005 N POINT BLVD, BALTIMORE, MD, 21224",2026-05-14T21:44:03.798883+00:00
"8501 LA SALLE RD, TOWSON, MD 21286",39.394346071121,-76.576737242949,census,50,Non_Exact,"8501 LASALLE RD, TOWSON, MD, 21286",2026-05-14T21:44:03.798883+00:00
"1006 MILLER CIR, CROWNSVILLE, MD 21032",39.066936867983,-76.584678721145,census,100,Exact,"1006 MILLER CIR, CROWNSVILLE, MD, 21032",2026-05-14T21:44:03.798883+00:00
"8601 VETERANS HWY, MILLERSVILLE, MD 21108",39.090307,-76.621263,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1012 N POINT RD, BALTIMORE, MD 21224",39.289904328556,-76.509619286114,census,50,Non_Exact,"1012 S NORTH POINT RD, BALTIMORE, MD, 21224",2026-05-14T21:44:03.798883+00:00
"8630 FENTON ST, SILVER SPRING, MD 20910",38.997847705083,-77.027637567519,census,100,Exact,"8630 FENTON ST, SILVER SPRING, MD, 20910",2026-05-14T21:44:03.798883+00:00
"8737 COLESVILLE RD, SILVER SPRING, MD 20910",38.998134505435,-77.026636591069,census,100,Exact,"8737 COLESVILLE RD, SILVER SPRING, MD, 20910",2026-05-14T21:44:03.798883+00:00
"10770 HICKORY RIDGE RD, COLUMBIA, MD 21044",39.211078441478,-76.881698247591,census,100,Exact,"10770 HICKORY RIDGE RD, COLUMBIA, MD, 21044",2026-05-14T21:44:03.798883+00:00
"10905 FORT WASHINGTON RD, FORT WASHINGTON, MD 20744",38.742832291826,-76.99501314745,census,100,Exact,"10905 FORT WASHINGTON RD, FORT WASHINGTON, MD, 20744",2026-05-14T21:44:03.798883+00:00
"901 HARRY S TRUMAN DR N, UPPER MARLBORO, MD 20774",38.897247054492,-76.842108331149,census,100,Exact,"901 HARRY S TRUMAN DR N, UPPER MARLBORO, MD, 20774",2026-05-14T21:44:03.798883+00:00
"10910 LITTLE PATUXENT PKWY, COLUMBIA, MD 21044",39.2166221524,-76.880841556359,census,100,Exact,"10910 LITTLE PATUXENT PKWY, COLUMBIA, MD, 21044",2026-05-14T21:44:03.798883+00:00
"901 N HARRY S TRUMAN DR, LARGO, MD 20774",38.897247054492,-76.842108331149,census,50,Non_Exact,"901 HARRY S TRUMAN DR N, LARGO, MD, 20774",2026-05-14T21:44:03.798883+00:00
"1102 E JOPPA RD, TOWSON, MD 21286",39.397269581762,-76.580272695648,census,100,Exact,"1102 E JOPPA RD, TOWSON, MD, 21286",2026-05-14T21:44:03.798883+00:00
"9320 ANNAPOLIS RD, LANHAM, MD 20706",38.965035236385,-76.848515515451,census,100,Exact,"9320 ANNAPOLIS RD, LANHAM, MD, 20706",2026-05-14T21:44:03.798883+00:00
"1125 W ST, ANNAPOLIS, MD 21401",38.987941,-76.552716,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"9398 BALTIMORE NATIONAL PIKE, ELLICOTT CITY, MD 21042",39.277827515341,-76.835629543874,census,100,Exact,"9398 BALTIMORE NATIONAL PIKE, ELLICOTT CITY, MD, 21042",2026-05-14T21:44:03.798883+00:00
"12 NEWPORT DR, FOREST HILL, MD 21050",39.577939783049,-76.381538896549,census,100,Exact,"12 NEWPORT DR, FOREST HILL, MD, 21050",2026-05-14T21:44:03.798883+00:00
"9525 BOLTON FARM LN, LAUREL, MD 20723",39.137678,-76.867942,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"120 SISTER PIERRE DR, TOWSON, MD 21204",39.387492647334,-76.609354629034,census,100,Exact,"120 SISTER PIERRE DR, TOWSON, MD, 21204",2026-05-14T21:44:03.798883+00:00
"9632 DEERECO RD, TIMONIUM, MD 21093",39.454015656336,-76.64087007386,census,100,Exact,"9632 DEERECO RD, TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"12200 ANNAPOLIS RD, GLENN DALE, MD 20769",38.96368456857,-76.794319182908,census,100,Exact,"12200 ANNAPOLIS RD, GLENN DALE, MD, 20769",2026-05-14T21:44:03.798883+00:00
"9722 GROFFS MILL DR, OWINGS MILLS, MD 21117",39.40563070376,-76.809693284574,census,100,Exact,"9722 GROFFS MILL DR, OWINGS MILLS, MD, 21117",2026-05-14T21:44:03.798883+00:00
"12805 OLD FORT RD, FORT WASHINGTON, MD 20744",38.713137051256,-76.988045814214,census,100,Exact,"12805 OLD FORT RD, FORT WASHINGTON, MD, 20744",2026-05-14T21:44:03.798883+00:00
"9901 MEDICAL CTR DR, ROCKVILLE, MD 20850",39.096534976562,-77.198806365238,census,100,Exact,"9901 MEDICAL CENTER DR, ROCKVILLE, MD, 20850",2026-05-14T21:44:03.798883+00:00
"13018 PENNSYLVANIA AVE, HAGERSTOWN, MD 21742",39.670982946659,-77.719518727566,census,100,Exact,"13018 PENNSYLVANIA AVE, HAGERSTOWN, MD, 21742",2026-05-14T21:44:03.798883+00:00
"KAISER PERMANENTE 2101 E JEFFERSON ST, ROCKVILLE, MD 20852",39.050715757855,-77.126246677765,census,50,Non_Exact,"2101 E JEFFERSON ST, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"PO BOX, SALISBURY, MD 21802",,,failed,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1311 LONDONTOWN BLVD, ELDERSBURG, MD 21784",39.408376989689,-76.950117487387,census,100,Exact,"1311 LONDONTOWN BLVD, ELDERSBURG, MD, 21784",2026-05-14T21:44:03.798883+00:00
"1380 PROGRESS WAY, ELDERSBURG, MD 21784",39.412830809746,-76.946023440591,census,100,Exact,"1380 PROGRESS WAY, ELDERSBURG, MD, 21784",2026-05-14T21:44:03.798883+00:00
"1 EASTERN BLVD, ESSEX, MD 21221",39.302898745656,-76.487071844412,census,100,Exact,"1 EASTERN BLVD, ESSEX, MD, 21221",2026-05-14T21:44:03.798883+00:00
"14090 HG TRUEMAN RD ST E, SOLOMONS, MD 20688",38.327259,-76.464324,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1 MEADOW ST, BERLIN, MD 21811",38.318155351947,-75.212888517841,census,100,Exact,"1 MEADOW ST, BERLIN, MD, 21811",2026-05-14T21:44:03.798883+00:00
"1415 HARDING LN, SILVER SPRING, MD 20905",39.114940661282,-76.983187627704,census,100,Exact,"1415 HARDING LN, SILVER SPRING, MD, 20905",2026-05-14T21:44:03.798883+00:00
"5303 SPECTRUM DR, FREDERICK, MD 21703",39.386643140343,-77.409289109502,census,100,Exact,"5303 SPECTRUM DR, FREDERICK, MD, 21703",2026-05-14T21:44:03.798883+00:00
